"VOG.number"	"Host.Domain"	"Number.of.Proteins"	"Number.of.Genomes"	"Number.of.Known.Virus.Families"	"Number.of.Known.Virus.Genera"	"Proteins.Annotations"	"Mapping.to.POGs.2013"	"Short.Annotations"	"FreqVir"	"FreqHost"	"Viral Quotient"
"2033"	"VOG1489"	"Bacteria"	21	21	1	2	"hypothetical protein [n=18]; hyphothetical protein [n=1]; No annotation provided [n=1]; gp90 [n=1]; "	"Mapped to: POG1489"	NA	0.0087365591	0	1
"2034"	"VOG1490"	"Bacteria"	17	17	1	1	"hypothetical protein [n=14]; gp92 [n=1]; No annotation provided [n=1]; "	"Mapped to: POG1490"	NA	0.0067204301	0	1
"2035"	"VOG1491"	"Bacteria"	12	12	1	2	"hypothetical protein [n=9]; gp053 [n=1]; gp93 [n=1]; No annotation provided [n=1]; "	"Mapped to: POG1491"	NA	0.0043682796	0	1
"2036"	"VOG1493"	"Bacteria"	20	20	1	1	"hypothetical protein [n=15]; No annotation provided [n=3]; gp101 [n=1]; "	"Mapped to: POG1493"	NA	0.0067204301	0	1
"2037"	"VOG1499"	"Bacteria"	70	70	2	3	"hypothetical protein [n=58]; gp55.5 conserved protein of unknown function [n=2]; gp55.5 hypothetical protein [n=2]; No annotation provided [n=2]; gp55.5 conserved protein [n=1]; gp077 [n=1]; hypothetical protein Shfl2p074 [Shigella phage Shfl2] [n=1]; gp55.5 conserved hypothetical protein [n=1]; gp82 [n=1]; "	"Union of: POG1499; POG3948"	NA	0.0262096774	0	1
"2038"	"VOG1502"	"Bacteria"	23	23	3	3	"hypothetical protein [n=13]; i-spanin [n=3]; No annotation provided [n=2]; putative i-spanin [n=1]; phage conserved protein [n=1]; gp099 [n=1]; conserved hypothetical protein [n=1]; "	"Mapped to: POG1502"	NA	0.0120967742	0.0010022049	0.9234898501
"2039"	"VOG1503"	"Bacteria"	19	19	2	1	"hypothetical protein [n=12]; o-spanin [n=3]; gp7 [n=1]; No annotation provided [n=1]; gp100 [n=1]; "	"Mapped to: POG1503"	NA	0.0050403226	0	1
"2040"	"VOG1505"	"Bacteria"	31	31	1	3	"hypothetical protein [n=29]; gp056 [n=1]; No annotation provided [n=1]; "	"Mapped to: POG1505"	NA	0.0080645161	0	1
"2041"	"VOG1507"	"Bacteria"	31	31	3	2	"hypothetical protein [n=27]; No annotation provided [n=2]; gp12 [n=1]; Phage conserved protein [n=1]; "	"Mapped to: POG1507"	NA	0.0137768817	0	1
"2042"	"VOG1508"	"Bacteria"	14	14	1	1	"hypothetical protein [n=11]; gp17 [n=1]; gp114 [n=1]; No annotation provided [n=1]; "	"Mapped to: POG1508"	NA	0.0073924731	0	1
"2043"	"VOG1509"	"Bacteria"	20	20	2	3	"hypothetical protein [n=18]; gp49 [n=1]; No annotation provided [n=1]; "	"Mapped to: POG1509"	NA	0.0104166667	0	1
"2044"	"VOG1510"	"Bacteria"	13	13	1	1	"hypothetical protein [n=11]; No annotation provided [n=1]; gp115 [n=1]; "	"Mapped to: POG1510"	NA	0.0070564516	0	1
"2045"	"VOG1515"	"Bacteria"	24	24	3	3	"hypothetical protein [n=18]; gp108 [n=1]; gp51 [n=1]; gp92 [n=1]; gp114 [n=1]; gp102 [n=1]; No annotation provided [n=1]; "	"Mapped to: POG1515"	NA	0.0120967742	0	1
"2046"	"VOG1517"	"Bacteria"	63	63	3	2	"putative terminase small subunit [n=31]; hypothetical protein [n=17]; putative phage terminase, small subunit [n=3]; terminase small subunit [n=2]; putative phage terminase small subunit [n=2]; putative terminase small subunit protein [n=2]; terminase large subunit [n=1]; gp1 [n=1]; putative terminase, small subunit [n=1]; "	"Mapped to: POG1517"	"terminase"	0.0225134409	0.0006013229	0.9739853318
"2047"	"VOG1518"	"Bacteria"	107	107	3	5	"hypothetical protein [n=25]; portal protein [n=23]; putative structural protein [n=15]; putative portal protein [n=13]; structural protein [n=10]; phage structural protein [n=3]; No annotation provided [n=3]; structural phage protein [n=2]; 62 kDa structural protein [n=2]; putative minor tail protein [n=1]; hypothetical protein ORF013 [n=1]; BcepGomrgp05 [n=1]; putative phage structural protein [n=1]; putative structural protein 1 [n=1]; putative phage portal protein [n=1]; conserved phage structural protein [n=1]; gp3 [n=1]; hypothetical protein ORF007 [n=1]; 62kDa structural protein [n=1]; 44 kDa structural protein [n=1]; "	"Mapped to: POG1518"	"portal"	0.0359543011	0.0160352776	0.6915674638
"2048"	"VOG1519"	"Bacteria"	24	24	2	1	"putative tail protein [n=10]; hypothetical protein [n=6]; tail protein [n=4]; putative head decoration protein [n=3]; neck whiskers protein [n=1]; "	"Mapped to: POG1519"	"tail protein"	0.0080645161	0	1
"2049"	"VOG1520"	"Bacteria"	32	32	2	3	"hypothetical protein [n=21]; putative spanin [n=6]; spanin [n=1]; gp5 [n=1]; putative spanin protein [n=1]; "	"Mapped to: POG1520"	NA	0.0120967742	0.0034074965	0.7802220716
"2050"	"VOG1521"	"Bacteria"	50	50	3	3	"hypothetical protein [n=33]; putative spanin [n=5]; putative spanin protein [n=2]; putative spannin [n=1]; No annotation provided [n=1]; p11.5 protein [n=1]; gp6 [n=1]; hypothetical protein [Enterobacteria phage vB_EcoM-FV3] [n=1]; hyphothetical protein [n=1]; o-spanin [n=1]; putative large terminase subunit [n=1]; putative outer membrane spanin subunit [n=1]; "	"Mapped to: POG1521"	"terminase"	0.0141129032	0.0006013229	0.959133229
"2051"	"VOG1523"	"Bacteria"	37	37	3	4	"hypothetical protein [n=16]; putative head protein [n=6]; No annotation provided [n=3]; putative head fibre protein [n=2]; putative tail fiber protein [n=2]; structural protein [n=2]; gp53 [n=1]; capsid and scaffold protein [n=1]; "	"Union of: POG1523; POG2071"	"scaffolding protein"	0.0120967742	0	1
"2052"	"VOG1525"	"Bacteria"	19	19	1	1	"hypothetical protein [n=19]; "	"Mapped to: POG1525"	NA	0.0070564516	0	1
"2053"	"VOG1527"	"Bacteria"	94	94	3	5	"hypothetical protein [n=71]; virion protein [n=3]; No annotation provided [n=3]; virion structural protein [n=2]; structural phage protein [n=2]; putative head-tail joining protein [n=2]; hypothetical protein RDJLphi1_gp68 [n=1]; hypothetical protein ORF013 [n=1]; BcepGomrgp09 [n=1]; gp10 [n=1]; putative structural protein [n=1]; head-tail connector protein [n=1]; structural protein [n=1]; putative virion structural protein [n=1]; head-tail connector [n=1]; hypothetical protein ORF024 [n=1]; conserved phage structural protein [n=1]; "	"Union of: POG1527; POG4226"	"portal"	0.0329301075	0.0086189617	0.7925594514
"2054"	"VOG1528"	"Bacteria"	23	23	3	1	"hypothetical protein [n=19]; putative neck protein [n=2]; Putative neck protein [n=1]; hypothetical protein ORF041 [n=1]; "	"Mapped to: POG1528"	NA	0.0084005376	0	1
"2055"	"VOG1539"	"Bacteria"	52	52	3	3	"hypothetical protein [n=44]; minor tail protein [n=1]; protein of unknown function DUF1833 [n=1]; p20 [n=1]; conserved phage protein [n=1]; BcepGomrgp20 [n=1]; enolase-like protein [n=1]; hypothetical protein phage protein [n=1]; P18 [n=1]; "	"Union of: POG1539; POG3765"	"tail protein"	0.0178091398	0.0148326318	0.5455935424
"2056"	"VOG1540"	"Bacteria"	28	28	3	2	"hypothetical protein [n=23]; putative phage minor tail protein [n=1]; peptidoglycan hydrolase/transglycosylase [n=1]; P19 [n=1]; p21 [n=1]; No annotation provided [n=1]; "	"Mapped to: POG1540"	"tail protein"	0.0097446237	0.0014030868	0.8741367748
"2057"	"VOG1543"	"Bacteria"	18	18	2	1	"hypothetical protein [n=15]; No annotation provided [n=3]; "	"Mapped to: POG1543"	NA	0.0070564516	0	1
"2058"	"VOG1544"	"Bacteria"	16	16	2	2	"hypothetical protein [n=14]; No annotation provided [n=2]; "	"Mapped to: POG1544"	NA	0.0067204301	0	1
"2059"	"VOG1545"	"Bacteria"	26	26	3	2	"hypothetical protein [n=25]; 13.88 kDa late protein [n=1]; "	"Mapped to: POG1545"	NA	0.0110887097	0	1
"2060"	"VOG1547"	"Bacteria"	15	15	1	1	"hypothetical protein [n=10]; putative uvsX-like protein [n=5]; "	"Mapped to: POG1547"	NA	0.0050403226	0	1
"2061"	"VOG1549"	"Bacteria"	21	21	2	1	"hypothetical protein [n=20]; conserved phage protein [n=1]; "	"Mapped to: POG1549"	NA	0.0080645161	0	1
"2062"	"VOG1550"	"Bacteria"	31	31	3	3	"hypothetical protein [n=12]; putative holin-like, class II [n=5]; putative holin-like class II protein [n=4]; putative holin [n=4]; No annotation provided [n=2]; gp54 [n=1]; putative holin protein [n=1]; holin [n=1]; putative phage holin [n=1]; "	"Mapped to: POG1550"	NA	0.0120967742	0.0026057326	0.8227695014
"2063"	"VOG1551"	"Bacteria"	31	31	3	2	"hypothetical protein [n=9]; putative holin-like, class I [n=5]; putative holin-like class I protein [n=4]; putative holin [n=3]; putative holin, class II [n=3]; putative class I holin [n=2]; No annotation provided [n=1]; gp55 [n=1]; putative class II holin-like protein [n=1]; holin-like class I [n=1]; putative holin-like class I [n=1]; "	"Mapped to: POG1551"	NA	0.0120967742	0.0006013229	0.9526446439
"2064"	"VOG1552"	"Bacteria"	15	15	2	2	"hypothetical protein [n=15]; "	"Mapped to: POG1552"	NA	0.0030241935	0	1
"2065"	"VOG1555"	"Bacteria"	13	13	2	2	"hypothetical protein [n=12]; No annotation provided [n=1]; "	"Mapped to: POG1555"	NA	0.0043682796	0	1
"2066"	"VOG1561"	"Bacteria"	21	21	2	2	"hypothetical protein [n=10]; telomeric repeat-binding factor 2 [n=4]; conserved exported protein of unknown function [n=2]; gp30 [n=1]; queuine tRNA-ribosyltransferase [n=1]; gp44 [n=1]; structure protein [n=1]; "	"Mapped to: POG1561"	NA	0.0077284946	0.0827821207	0.085387715
"2067"	"VOG1563"	"Bacteria"	14	14	1	3	"hypothetical protein [n=4]; HTH transcriptional regulator [n=3]; DNA-binding protein containing XRE family HTH domain [n=2]; helix-turn-helix protein [n=2]; DNA-binding helix-turn-helix protein [n=1]; helix-turn-helix domain protein [n=1]; conserved phage protein [n=1]; "	"Mapped to: POG1563"	NA	0.0043682796	0.0150330728	0.2251533551
"2068"	"VOG1564"	"Bacteria"	13	13	3	3	"hypothetical protein [n=8]; DNA methyltransferase-like protein [n=1]; pathogenicity island protein [n=1]; ORF2 [n=1]; gp41 [n=1]; "	"Union of: POG1564; POG3997"	NA	0.0097446237	0.006614552	0.5956671566
"2069"	"VOG1565"	"Bacteria"	23	21	3	2	"hypothetical protein [n=21]; transcriptional repressor [n=1]; gp38 [n=1]; "	"Mapped to: POG1565"	NA	0.0067204301	0.0072158749	0.4822246709
"2070"	"VOG1573"	"Bacteria"	22	22	2	2	"hypothetical protein [n=15]; gp1 [n=5]; No annotation provided [n=2]; "	"Mapped to: POG1573"	NA	0.0023521505	0	1
"2071"	"VOG1574"	"Bacteria"	333	333	2	4	"hypothetical protein [n=117]; putative excinuclease [n=48]; gp2 [n=36]; gp1 [n=27]; tail protein [n=23]; putative terminase small subunit [n=21]; terminase small subunit [n=19]; gp5 [n=12]; gp3 [n=12]; gp4 [n=4]; putative tail protein [n=3]; minor tail protein [n=3]; minor tail subunit [n=2]; Gp1 [n=2]; Hypothetical Protein [n=1]; gp31 [n=1]; gp6 [n=1]; tail subunit [n=1]; "	"Mapped to: POG1574"	"terminase"	0.1115591398	0.0008017639	0.9928643874
"2072"	"VOG1575"	"Bacteria"	33	33	1	2	"hypothetical protein [n=20]; gp4 [n=5]; gp3 [n=4]; gp5 [n=2]; gp6 [n=1]; gp8 [n=1]; "	"Mapped to: POG1575"	NA	0.0053763441	0	1
"2073"	"VOG1577"	"Bacteria"	111	111	1	4	"hypothetical protein [n=60]; gp29 [n=14]; gp8 [n=9]; gp30 [n=7]; gp9 [n=6]; gp7 [n=5]; gp6 [n=2]; gp28 [n=2]; gp26 [n=1]; gp10 [n=1]; gp31 [n=1]; gp27 [n=1]; gp97 [n=1]; gp98 [n=1]; "	"Mapped to: POG1577"	NA	0.0399865591	0	1
"2074"	"VOG1580"	"Bacteria"	29	29	1	1	"hypothetical protein [n=9]; gp16 [n=4]; gp17 [n=4]; gp18 [n=3]; gp15 [n=3]; head-to-tail connector [n=2]; head-to-tail connector protein [n=2]; head to tail connector [n=2]; "	"Mapped to: POG1580"	"portal"	0.0154569892	0	1
"2075"	"VOG1581"	"Bacteria"	279	279	2	7	"hypothetical protein [n=125]; head-to-tail connector protein [n=34]; gp17 [n=20]; gp14 [n=13]; head-to-tail connector [n=13]; gp19 [n=12]; gp18 [n=8]; gp21 [n=8]; gp16 [n=6]; gp8 [n=6]; head-tail connector [n=4]; phage protein Gp19-like protein [n=4]; gp9 [n=4]; gp15 [n=3]; gp20 [n=3]; head to tail connector [n=3]; gp13 [n=2]; gp42 [n=1]; Hypothetical Protein [n=1]; ORF3 [n=1]; gp39 [n=1]; gp23 [n=1]; gp11 [n=1]; gp34 [n=1]; No annotation provided [n=1]; gp12 [n=1]; gp31 [n=1]; "	"Union of: POG1581; POG2511; POG2564"	"portal"	0.1001344086	0.0038083784	0.9633608205
"2076"	"VOG1583"	"Bacteria"	185	185	2	1	"hypothetical protein [n=86]; head-to-tail connector protein [n=26]; gp20 [n=20]; gp21 [n=9]; gp19 [n=7]; gp17 [n=7]; gp24 [n=7]; gp22 [n=5]; head-to-tail connector [n=4]; gp18 [n=4]; gp23 [n=3]; head to tail connector [n=2]; Hypothetical Protein [n=1]; gp16 [n=1]; head-tail connector [n=1]; No annotation provided [n=1]; zinc import ATP-binding protein [n=1]; "	"Mapped to: POG1583"	"portal"	0.0665322581	0.000200441	0.9969963605
"2077"	"VOG1584"	"Bacteria"	191	191	2	1	"hypothetical protein [n=88]; head-to-tail connector protein [n=26]; gp21 [n=23]; gp22 [n=10]; gp20 [n=8]; gp18 [n=7]; gp25 [n=6]; gp23 [n=5]; gp19 [n=5]; head-to-tail connector [n=4]; gp24 [n=3]; head to tail connector [n=3]; Hypothetical Protein [n=1]; gp17 [n=1]; head-tail connector [n=1]; "	"Mapped to: POG1584"	"portal"	0.0665322581	0.0004008819	0.9940107107
"2078"	"VOG1587"	"Bacteria"	196	196	3	2	"tail assembly chaperone [n=104]; gp23 [n=22]; hypothetical protein [n=13]; gp24 [n=10]; gp22 [n=9]; gp27 [n=8]; gp20 [n=7]; gp21 [n=6]; gp25 [n=5]; gp26 [n=3]; tail assembly chaperone protein [n=2]; Tail assembly chaperone [n=1]; tail assmebly chaperone [n=1]; No annotation provided [n=1]; putative tail chaperone [n=1]; gp19 [n=1]; "	"Mapped to: POG1587"	"tail protein"	0.0668682796	0.000200441	0.9970114091
"2079"	"VOG1589"	"Bacteria"	51	51	1	1	"hypothetical protein [n=15]; gp27 [n=9]; minor tail protein [n=9]; gp26 [n=6]; gp28 [n=4]; gp25 [n=4]; RDF protein [n=2]; minor tail subunit [n=1]; putative RDF protein [n=1]; "	"Mapped to: POG1589"	"tail protein"	0.0191532258	0	1
"2080"	"VOG1590"	"Bacteria"	190	190	2	4	"minor tail protein [n=57]; hypothetical protein [n=53]; gp28 [n=17]; gp29 [n=14]; gp25 [n=7]; gp30 [n=7]; gp27 [n=6]; gp32 [n=6]; gp31 [n=5]; gp19 [n=4]; gp20 [n=3]; minor tail subunit [n=2]; gp33 [n=1]; Minor tail protein [n=1]; tail protein [n=1]; gp24 [n=1]; tail subunit [n=1]; gp22 [n=1]; gp42 [n=1]; Minor tail subunit [n=1]; miinor tail protein [n=1]; "	"Mapped to: POG1590"	"tail protein"	0.0712365591	0.0004008819	0.9944040165
"2081"	"VOG1591"	"Bacteria"	98	98	1	1	"hypothetical protein [n=32]; minor tail protein [n=21]; gp29 [n=11]; gp30 [n=10]; gp31 [n=8]; gp26 [n=7]; gp28 [n=5]; No annotation provided [n=1]; gp25 [n=1]; gp27 [n=1]; putative holin [n=1]; "	"Mapped to: POG1591"	"tail protein"	0.0346102151	0	1
"2082"	"VOG1593"	"Bacteria"	123	123	3	9	"hypothetical protein [n=67]; gp34 [n=10]; gp33 [n=6]; gp29 [n=5]; gp32 [n=5]; gp31 [n=4]; gp30 [n=4]; gp35 [n=4]; gp27 [n=3]; gp23 [n=2]; gp37 [n=2]; minor tail subunit [n=2]; gp46 [n=1]; gp63 [n=1]; gp89 [n=1]; minor tail protein [n=1]; gp21 [n=1]; gp61 [n=1]; gp28 [n=1]; gp36 [n=1]; "	"Union of: POG1593; POG1217"	"tail protein"	0.0443548387	0.0020044097	0.9567635419
"2083"	"VOG1594"	"Bacteria"	60	60	1	4	"hypothetical protein [n=26]; gp35 [n=8]; gp34 [n=6]; gp33 [n=5]; gp36 [n=4]; gp26 [n=2]; gp43 [n=1]; gp37 [n=1]; gp32 [n=1]; "	"Mapped to: POG1594"	NA	0.0215053763	0	1
"2084"	"VOG1595"	"Bacteria"	56	56	2	1	"hypothetical protein [n=26]; gp39 [n=9]; gp38 [n=7]; gp37 [n=5]; gp40 [n=3]; gp41 [n=2]; gp36 [n=1]; "	"Mapped to: POG1595"	NA	0.0204973118	0	1
"2085"	"VOG1596"	"Bacteria"	10	10	1	1	"hypothetical protein [n=5]; gp38 [n=1]; gp33 [n=1]; gp40 [n=1]; gp55 [n=1]; gp42 [n=1]; "	"Mapped to: POG1596"	NA	0.0087365591	0	1
"2086"	"VOG1597"	"Bacteria"	53	53	1	2	"hypothetical protein [n=26]; gp40 [n=8]; gp41 [n=5]; gp39 [n=4]; gp42 [n=3]; gp38 [n=3]; gp64 [n=1]; gp61 [n=1]; No annotation provided [n=1]; gp43 [n=1]; "	"Mapped to: POG1597"	NA	0.0191532258	0	1
"2087"	"VOG1598"	"Bacteria"	64	64	2	2	"hypothetical protein [n=35]; gp43 [n=6]; gp42 [n=6]; gp40 [n=5]; gp41 [n=4]; gp44 [n=3]; gp45 [n=1]; gp183 [n=1]; gp39 [n=1]; gp114 [n=1]; "	"Mapped to: POG1598"	NA	0.0218413978	0	1
"2088"	"VOG1599"	"Bacteria"	176	176	2	2	"hypothetical protein [n=100]; gp41 [n=20]; gp42 [n=10]; gp44 [n=9]; gp40 [n=8]; gp43 [n=5]; gp45 [n=5]; gp36 [n=3]; gp38 [n=3]; gp39 [n=3]; gp35 [n=2]; Hypothetical Protein [n=1]; gp37 [n=1]; gp32 [n=1]; gp34 [n=1]; gp46 [n=1]; "	"Mapped to: POG1599"	NA	0.059811828	0	1
"2089"	"VOG1600"	"Bacteria"	48	48	1	1	"hypothetical protein [n=25]; gp45 [n=6]; gp44 [n=4]; gp47 [n=4]; gp48 [n=3]; gp46 [n=3]; gp42 [n=1]; gp49 [n=1]; gp43 [n=1]; "	"Mapped to: POG1600"	NA	0.0188172043	0	1
"2090"	"VOG1601"	"Bacteria"	180	180	2	1	"hypothetical protein [n=105]; gp49 [n=16]; gp48 [n=10]; gp46 [n=8]; gp47 [n=6]; gp45 [n=5]; gp50 [n=5]; gp52 [n=4]; gp53 [n=4]; gp51 [n=3]; gp41 [n=2]; gp44 [n=2]; gp43 [n=2]; gp42 [n=2]; class II ribonucleotidereductase [n=1]; No annotation provided [n=1]; DNA binding protein [n=1]; gp54 [n=1]; formin protein [n=1]; Hypothetical Protein [n=1]; "	"Mapped to: POG1601"	NA	0.061155914	0	1
"2091"	"VOG1602"	"Bacteria"	22	22	1	1	"hypothetical protein [n=17]; gp43 [n=2]; gp42 [n=1]; gp41 [n=1]; gp52 [n=1]; "	"Mapped to: POG1602"	NA	0.0077284946	0	1
"2092"	"VOG1603"	"Bacteria"	148	148	2	1	"hypothetical protein [n=90]; gp48 [n=7]; gp50 [n=7]; gp55 [n=6]; gp52 [n=6]; gp47 [n=5]; gp49 [n=5]; gp46 [n=4]; gp44 [n=4]; gp54 [n=3]; gp53 [n=3]; No annotation provided [n=2]; gp51 [n=2]; gp56 [n=1]; gp45 [n=1]; gp43 [n=1]; Hypothetical Protein [n=1]; "	"Mapped to: POG1603"	NA	0.061155914	0	1
"2093"	"VOG1604"	"Bacteria"	180	180	2	1	"hypothetical protein [n=86]; gp51 [n=15]; gp49 [n=8]; gp50 [n=8]; putative sigma factor [n=7]; gp48 [n=6]; gp47 [n=5]; gp54 [n=5]; gp57 [n=5]; gp53 [n=4]; gp52 [n=4]; DNA binding protein [n=4]; gp55 [n=3]; helix-turn-helix DNA binding domain protein [n=3]; ECF RNA polymerase sigma factor [n=2]; gp45 [n=2]; gp46 [n=2]; Hypothetical Protein [n=1]; phosphoesterase [n=1]; DNA binding domain putative transcription factor [n=1]; RNA polymerase sigma factor [n=1]; gp58 [n=1]; No annotation provided [n=1]; sigma-K factor [n=1]; gp56 [n=1]; putative transcription factor [n=1]; DNA binding domain protein [n=1]; helix-turn-helix DNA binding domain [n=1]; "	"Mapped to: POG1604"	NA	0.060483871	0	1
"2094"	"VOG1605"	"Bacteria"	78	78	1	1	"hypothetical protein [n=46]; gp50 [n=5]; gp52 [n=4]; gp49 [n=4]; gp51 [n=4]; gp48 [n=3]; RDF protein [n=2]; gp56 [n=2]; gp54 [n=1]; gp47 [n=1]; gp53 [n=1]; Hypothetical Protein [n=1]; recombination directionality factor [n=1]; gp55 [n=1]; gp57 [n=1]; putative RDF protein [n=1]; "	"Mapped to: POG1605"	NA	0.0288978495	0	1
"2095"	"VOG1606"	"Bacteria"	234	234	3	5	"hypothetical protein [n=73]; metallophosphoesterase [n=39]; phosphoesterase [n=20]; RDF protein [n=12]; gp52 [n=9]; gp51 [n=7]; gp58 [n=6]; constituent protein [n=6]; gp53 [n=5]; gp54 [n=5]; gp55 [n=5]; gp50 [n=5]; metallophosphoesterase RDF [n=4]; recombination directionality factor [n=4]; gp48 [n=3]; gp49 [n=2]; gp47 [n=2]; No annotation provided [n=2]; gp57 [n=2]; serine/threonine phosphatase [n=2]; gp56 [n=2]; metallophophoesterase [n=1]; RDF/NrdC protein [n=1]; putative metallophosphatase [n=1]; putative phosphoesterase [n=1]; gp59 [n=1]; excisionase [n=1]; gp46 [n=1]; phosphatase 2a-like protein [n=1]; putative phosphodiestherase [n=1]; calcineurin-like phosphoesterase family protein [n=1]; NrdC [n=1]; gp23 [n=1]; calcineurin-like phosphoesterase [n=1]; metallo-dependent phosphoesterase [n=1]; metallophosphatase [n=1]; metallophsphatase [n=1]; DNA binding domain protein [n=1]; protein phosphatase 2a-like protein [n=1]; 22 [n=1]; "	"Mapped to: POG1606"	NA	0.0890456989	0.000200441	0.9977540657
"2096"	"VOG1607"	"Bacteria"	61	61	1	3	"hypothetical protein [n=29]; gp52 [n=6]; gp54 [n=5]; gp51 [n=4]; gp53 [n=3]; gp50 [n=3]; metagenomic prevalent protein [n=2]; gp86 [n=1]; gp68 [n=1]; gp62 [n=1]; gp56 [n=1]; gp85 [n=1]; gp57 [n=1]; gp65 [n=1]; gp48 [n=1]; gp49 [n=1]; "	"Mapped to: POG1607"	NA	0.0231854839	0	1
"2097"	"VOG1609"	"Bacteria"	253	253	2	1	"DNA primase [n=90]; putative DNA primase [n=67]; hypothetical protein [n=21]; gp55 [n=12]; gp56 [n=9]; gp58 [n=9]; gp57 [n=7]; gp54 [n=5]; gp60 [n=4]; gp53 [n=4]; primase [n=3]; gp62 [n=2]; gp61 [n=2]; gp59 [n=2]; Gp32 [n=2]; gp52 [n=2]; Putative DNA primase [n=2]; gp63 [n=1]; DNA primase/helicase [n=1]; Zn-binding domain of DNA primase [n=1]; DNA polymerase [n=1]; gp32 [n=1]; DNA Primase [n=1]; putative primase [n=1]; gp51 [n=1]; "	"Mapped to: POG1609"	"head protein"	0.0853494624	0.0074163159	0.920053321
"2098"	"VOG1610"	"Bacteria"	56	56	1	1	"hypothetical protein [n=28]; gp56 [n=6]; gp55 [n=6]; gp57 [n=4]; gp58 [n=3]; gp54 [n=2]; gp52 [n=1]; gp60 [n=1]; gp61 [n=1]; metagenomic prevalent protein [n=1]; ORF055 [n=1]; gp53 [n=1]; gp59 [n=1]; "	"Mapped to: POG1610"	NA	0.0191532258	0	1
"2099"	"VOG1611"	"Bacteria"	67	67	1	1	"hypothetical protein [n=40]; gp60 [n=5]; gp63 [n=4]; gp61 [n=3]; gp58 [n=3]; gp59 [n=3]; gp57 [n=2]; RDF protein [n=1]; gp56 [n=1]; gp62 [n=1]; gp65 [n=1]; gp64 [n=1]; No annotation provided [n=1]; gp55 [n=1]; "	"Mapped to: POG1611"	NA	0.0238575269	0	1
